a,Course_Title,Course_Credit
HIST 3320.,Ancient Greece: Troy to Sparta.,(3 Credits)
HIST 3321.,Hellenistic World: Alexander to Cleopatra.,(3 Credits)
HIST 3325.,Ancient Rome: Aeneas to Augustus.,(3 Credits)
HIST 3326.,Ancient Rome: Emperors and Barbarians.,(3 Credits)
HIST 3330.,Palestine Under the Greeks and Romans.,(3 Credits)
HIST 3335.,The Early Christian Church.,(3 Credits)
HIST 3340.,World of the Later Roman Empire.,(3 Credits)
HIST 3360.,Early Middle Ages.,(3 Credits)
HIST 3361.,The High and Later Middle Ages.,(3 Credits)
HIST 3362.,The Black Death: Medieval and Modern Responses to Catastrophe.,(3 Credits)
HIST 3370.,The Renaissance.,(3 Credits)
HIST 3371.,The Reformation.,(3 Credits)
HIST 3375.,"The Devil in German History: Magic, Evil, and Faust.",(3 Credits)
HIST 3375W.,"The Devil in German History: Magic, Evil, and Faust.",(3 Credits)
HIST 3400.,Europe in the Seventeenth Century.,(3 Credits)
HIST 3416.,Gender and Sexuality in Modern Europe.,(3 Credits)
HIST 3418.,The Holocaust.,(3 Credits)
HIST 3419.,Jewish Responses to the Holocaust.,(3 Credits)
HIST 3420.,English History to 1603.,(3 Credits)
HIST 3430.,History of Ireland.,(3 Credits)
HIST 3440.,France Since 1715.,(3 Credits)
HIST 3450.,Germany from the Reformation to 1815.,(3 Credits)
HIST 3460.,Italy 1250-1600.,(3 Credits)
HIST 3463.,The Modernization of Italy from 1815 to Present.,(3 Credits)
HIST 3501.,Mariners' Skills for Interpreting the Maritime Humanities.,(3 Credits)
HIST 3502.,"Colonial America: Native Americans, Slaves, and Settlers, 1492-1760.",(3 Credits)
HIST 3502W.,"Colonial America: Native Americans, Slaves, and Settlers, 1492-1760.",(3 Credits)
HIST 3504.,The American Revolution.,(3 Credits)
HIST 3510.,Civil War America.,(3 Credits)
HIST 3516.,Rise of U.S. Global Power.,(3 Credits)
HIST 3519.,Contemporary America.,(3 Credits)
HIST 3520.,Social and Cultural History of Connecticut and New England.,(3 Credits)
HIST 3531.,Japanese Americans and World War II.,(3 Credits)
HIST 3535.,The History of American Medicine.,(3 Credits)
HIST 3540E.,Environmental History of the Americas.,(3 Credits)
HIST 3540WE.,Environmental History of the Americas.,(3 Credits)
HIST 3542E.,New England Environmental History.,(3 Credits)
HIST 3544.,"Atlantic Voyages: European Maritime Expansion, 1400-1650.",(3 Credits)
HIST 3545.,"The Modern Atlantic, 1650-1950.",(3 Credits)
HIST 3551.,Topics in U.S. Legal History.,(3 Credits)
HIST 3551W.,Topics in U.S. Legal History.,(3 Credits)
HIST 3554.,Immigrants and the Shaping of American History.,(3 Credits)
HIST 3555.,Work and Workers in American Society.,(3 Credits)
HIST 3555W.,Work and Workers in American Society.,(3 Credits)
HIST 3556W.,History Workshop: Topics in American Society and Culture.,(3 Credits)
HIST 3559.,"History of Childhood in the United States, 1620-Present.",(3 Credits)
HIST 3560.,"Constructions of Race, Gender, and Sexuality in U.S. History.",(3 Credits)
HIST 3561.,History of Women and Gender in the U.S. to 1850.,(3 Credits)
HIST 3562.,"History of Women and Gender in the United States, 1850-Present.",(3 Credits)
HIST 3563.,African American History to 1865.,(3 Credits)
HIST 3564.,African American History Since 1865.,(3 Credits)
HIST 3565.,African American Women's History.,(3 Credits)
HIST 3568.,"Hip Hop, Politics and Youth Culture in America.",(3 Credits)
HIST 3569.,Slavery in Film.,(3 Credits)
HIST 3575.,Latinos/as and Human Rights.,(3 Credits)
HIST 3607.,Latin America in the Colonial Period.,(3 Credits)
HIST 3608W.,The Hispanic World in the Ages of Reason and Revolution.,(3 Credits)
HIST 3609.,Latin America in the National Period.,(3 Credits)
HIST 3618.,Comparative Slavery in the Americas.,(3 Credits)
HIST 3619.,History of the Caribbean.,(3 Credits)
HIST 3619W.,History of the Caribbean.,(3 Credits)
HIST 3620.,"Cuba, Puerto Rico, and the Spanish Caribbean.",(3 Credits)
HIST 3635.,History of Modern Mexico.,(3 Credits)
HIST 3640.,Andean Societies.,(3 Credits)
HIST 3660W.,History of Migration in Las Americas.,(3 Credits)
HIST 3662.,Borderlands of the Americas.,(3 Credits)
HIST 3674.,History of Latinos/as in the United States.,(3 Credits)
HIST 3675.,Latina History and Biography.,(3 Credits)
HIST 3704.,Medieval Islamic Civilization to 1700.,(3 Credits)
HIST 3705.,The Modern Middle East from 1700 to the Present.,(3 Credits)
HIST 3710.,Islamic Art History.,(3 Credits)
HIST 3710W.,Islamic Art History.,(3 Credits)
HIST 3712.,The Middle East Crucible.,(3 Credits)
HIST 3760.,History of Southern Africa.,(3 Credits)
HIST 3770.,History of Pan Africanism.,(3 Credits)
HIST 3808.,East Asia to the Mid-Nineteenth Century.,(3 Credits)
HIST 3809.,East Asia Since the Mid-Nineteenth Century.,(3 Credits)
HIST 3820.,History of Modern Chinese Political Thought.,(3 Credits)
HIST 3823.,History of the People's Republic of China.,(3 Credits)
HIST 3830E.,Environmental History in East Asia.,(3 Credits)
HIST 3845.,The Vietnam War.,(3 Credits)
HIST 3846.,Genocide and Mass Killings in Asia.,(3 Credits)
HIST 3846W.,Genocide and Mass Killings in Asia.,(3 Credits)
HIST 3863.,War and Diplomacy in East Asia.,(3 Credits)
HIST 3880.,Field Experience.,(1-6 Credits)
HIST 3991.,Internship.,(1-12 Credits)
HIST 3993.,Foreign Study.,(1-9 Credits)
HIST 3994W.,Junior Seminar.,(3 Credits)
HIST 4640.,Digital Public History Project.,(3 Credits)
HIST 4989.,Directed Research.,(3 Credits)
HIST 4994W.,Senior Seminar.,(3 Credits)
HIST 4996.,Honors Thesis Preparation.,(3 Credits)
HIST 4997W.,Senior Thesis in History.,(3 Credits)
HIST 4999.,Independent Study.,(1-6 Credits)
HDFS 1060.,Close Relationships Across the Lifespan.,(3 Credits)
HDFS 1070.,Individual and Family Development.,(3 Credits)
HDFS 1083.,Foreign Study.,(1-6 Credits)
HDFS 1095.,Special Topics Lecture.,(1-6 Credits)
HDFS 2001.,Diversity Issues in Human Development and Family Sciences.,(3 Credits)
HDFS 2004W.,Research Methods in Human Development and Family Sciences.,(4 Credits)
HDFS 2083.,Foreign Study.,(1-6 Credits)
HDFS 2095.,Special Topics.,(1-6 Credits)
HDFS 2100.,Human Development: Infancy Through Adolescence.,(3 Credits)
HDFS 2120.,Introduction to Programs for Young Children.,(3 Credits)
HDFS 2142E.,Exploring Conservation and Sustainability with Preschoolers.,(3 Credits)
HDFS 2200.,Human Development: Adulthood and Aging.,(3 Credits)
HDFS 2300.,Family Interaction Processes.,(3 Credits)
HDFS 2620.,"Human Development, Digital Media, and Technology.",(3 Credits)
HDFS 3080.,Supervised Field Experience.,(3-6 Credits)
HDFS 3083.,Foreign Study.,(1-6 Credits)
HDFS 3087.,Honors Proseminar.,(1 Credit)
HDFS 3090.,Fieldwork in Community Settings.,(3 Credits)
HDFS 3092.,Research Practicum in Human Development and Family Sciences.,(1-6 Credits)
HDFS 3095.,Special Topics.,(1-6 Credits)
HDFS 3098.,Variable Topics in Human Development and Family Sciences.,(1-6 Credits)
HDFS 3101.,Infant and Toddler Development.,(3 Credits)
HDFS 3102.,Early and Middle Childhood Development.,(3 Credits)
HDFS 3103.,Adolescent Development.,(3 Credits)
HDFS 3110.,Social and Community Influence on Children in the United States.,(3 Credits)
HDFS 3122.,Integrated Curriculum Methods and Materials for Infants and Toddlers.,(3 Credits)
HDFS 3123.,Integrated Curriculum Methods and Materials for Preschool and Kindergarten.,(3 Credits)
HDFS 3127.,Professional Development and Advocacy in Early Childhood.,(3 Credits)
HDFS 3141.,Developmental Approaches to Intergroup Relations and Victimization.,(3 Credits)
HDFS 3180.,Programs for Young Children: Introductory Laboratory.,(1 Credit)
HDFS 3181.,Observing Infant and Toddler Development.,(1 Credit)
HDFS 3182.,Observing Early Childhood Development.,(1 Credit)
HDFS 3192.,Early Childhood Development and Education: Supervised Fieldwork Practicum.,(4 Credits)
HDFS 3245.,Aging in American Society.,(3 Credits)
HDFS 3249.,Gender And Aging.,(3 Credits)
HDFS 3250.,Disabilities: A Lifespan Perspective.,(3 Credits)
HDFS 3251.,"Biotechnology, Disability and the Family.",(3 Credits)
HDFS 3252.,"Death, Dying, and Bereavement.",(3 Credits)
HDFS 3261.,Men and Masculinities.,(3 Credits)
HDFS 3277.,Issues in Human Sexuality.,(3 Credits)
HDFS 3310.,Parent Child Relations in Cross-Cultural Perspective.,(3 Credits)
HDFS 3311.,Parenthood and Parenting.,(3 Credits)
HDFS 3319.,Risk and Resilience in Individuals and Families.,(3 Credits)
HDFS 3340.,Individual and Family Interventions.,(3 Credits)
HDFS 3342.,Family Resource Management.,(3 Credits)
HDFS 3420.,Abuse and Violence in Families.,(3 Credits)
HDFS 3421.,Low Income Families.,(3 Credits)
HDFS 3423.,History of the Family.,(3 Credits)
HDFS 3425.,Food and the American Family.,(3 Credits)
HDFS 3430.,The Family-School Partnership.,(3 Credits)
HDFS 3431.,Families and Work.,(3 Credits)
HDFS 3442.,Latino Health and Health Care.,(3 Credits)
HDFS 3470.,The Latinx Family.,(3 Credits)
HDFS 3510.,Planning and Managing Human Service Programs.,(3 Credits)
HDFS 3520.,Legal Aspects of Family Life.,(3 Credits)
HDFS 3530.,Public Policy and the Family.,(3 Credits)
HDFS 3540.,"Child Welfare, Law and Social Policy.",(3 Credits)
HDFS 3550.,Comparative Family Policy.,(3 Credits)
HDFS 4004.,Senior Seminar in Research Methods.,(3 Credits)
HDFS 4007W.,Professional Communication in HDFS.,(3 Credits)
HDFS 4087W.,Honors Thesis.,(3-6 Credits)
HDFS 4097.,Honors Thesis Preparation Seminar.,(1 Credit)
HDFS 4099.,Independent Study for Undergraduates.,(1-6 Credits)
HDFS 4181W.,Early Childhood Development and Education: Supervised Teaching Practicum.,(9 Credits)
HDFS 4182.,Administration and Leadership in Early Childhood Programs: Practicum.,(1-6 Credits)
HDFS 4192.,Early Childhood Development and Education: Supervised Teaching Practicum.,(9 Credits)
HDFS 4255.,Living with Chronic or Life-Threatening Illness.,(3 Credits)
HRTS 1007.,Introduction to Human Rights.,(3 Credits)
HRTS 2100.,Human Rights and Social Change.,(3 Credits)
HRTS 2100W.,Human Rights and Social Change.,(3 Credits)
HRTS 2150.,Devising Theatre for Social Justice I.,(3 Credits)
HRTS 2170W.,Bioethics and Human Rights in Cross-Cultural Perspective.,(3 Credits)
HRTS 2200.,Introduction to Genocide Studies.,(3 Credits)
HRTS 2203.,"The Holocaust in Print, Theater, and Film.",(3 Credits)
HRTS 2210.,Art and Activism.,(3 Credits)
HRTS 2220.,Asian Indian Women: Activism and Social Change in India and the United States.,(3 Credits)
HRTS 2263.,"Women, Gender, and Violence.",(3 Credits)
HRTS 2300E.,Engineering for Human Rights.,(3 Credits)
HRTS 2400.,Ethics and Sustainability in New Financial Technologies.,(3 Credits)
HRTS 2450.,Human Rights in Latin America.,(3 Credits)
HRTS 2520.,White Racism.,(3 Credits)
HRTS 2530.,African Americans and Social Protest.,(3 Credits)
HRTS 2800.,Human Rights in the United States.,(3 Credits)
HRTS 2800W.,Human Rights in the United States.,(3 Credits)
HRTS 2830.,"Class, Power, and Inequality.",(3 Credits)
HRTS 2845.,Sociology of Global Human Rights.,(3 Credits)
HRTS 2898.,Topics in Sociology and Human Rights.,(3 Credits)
HRTS 2996.,Directed Research I.,(1-6 Credits)
HRTS 3028.,Indigenous Rights and Aboriginal Australia.,(3 Credits)
HRTS 3028W.,Indigenous Rights and Aboriginal Australia.,(3 Credits)
HRTS 3042.,Theories of Human Rights.,(3 Credits)
HRTS 3050.,Approaches to Human Rights Advocacy.,(3 Credits)
HRTS 3055.,Theory and Practice of International Criminal Justice.,(3 Credits)
HRTS 3139.,Theatre and Human Rights.,(3 Credits)
HRTS 3149.,Human Rights Through Film.,(3 Credits)
HRTS 3149W.,Human Rights through Film.,(3 Credits)
HRTS 3200W.,International Human Rights Law.,(3 Credits)
HRTS 3201.,The History of Human Rights.,(3 Credits)
HRTS 3202.,International Human Rights.,(3 Credits)
HRTS 3205.,Introduction to Holocaust Studies.,(3 Credits)
HRTS 3207.,Genocide after the Second World War.,(3 Credits)
HRTS 3209.,Sustainable Energy in the 21st Century.,(3 Credits)
HRTS 3212.,Comparative Perspectives on Human Rights.,(3 Credits)
HRTS 3219W.,Topics in Philosophy and Human Rights.,(3 Credits)
HRTS 3220W.,Philosophical Foundations of Human Rights.,(3 Credits)
HRTS 3221.,Latinos/as and Human Rights.,(3 Credits)
HRTS 3230.,"Propaganda, Disinformation, and Hate Speech.",(3 Credits)
HRTS 3232.,"History of Refugees, Migration, and Statelessness.",(3 Credits)
HRTS 3250W.,Human Rights and New Technologies.,(3 Credits)
HRTS 3252.,Business and Human Rights.,(3 Credits)
HRTS 3254.,Social Responsibility and Accountability in Business.,(3 Credits)
HRTS 3256.,Politics and Human Rights in Global Supply Chains.,(3 Credits)
HRTS 3256W.,Politics and Human Rights in Global Supply Chains.,(3 Credits)
HRTS 3257.,Assessment for Human Rights and Sustainability.,(3 Credits)
HRTS 3293.,International Study.,(1-15 Credits)
HRTS 3294.,Topics in Human Rights in Central America.,(3 Credits)
HRTS 3295.,Special Topics.,(1-6 Credits)
HRTS 3298.,Variable Topics.,(3 Credits)
HRTS 3299.,Independent Study.,(1-12 Credits)
HRTS 3309.,Violence and Human Rights.,(3 Credits)
HRTS 3326.,Global Health and Human Rights.,(3 Credits)
HRTS 3327.,Power and Health in Latin America and the Caribbean.,(3 Credits)
HRTS 3401.,Applied Research in Human Rights.,(3 Credits)
HRTS 3418.,International Organizations and Law.,(3 Credits)
HRTS 3420.,Being International: Geopolitics and Human Rights.,(3 Credits)
HRTS 3428.,The Politics of Torture.,(3 Credits)
HRTS 3430.,Evaluating Human Rights Practices of Countries.,(3 Credits)
HRTS 3445.,Economic Foundations of Gender Inequality.,(3 Credits)
HRTS 3460.,Human Rights and Armed Conflict.,(3 Credits)
HRTS 3475.,Economic Development and Human Rights.,(3 Credits)
HRTS 3540.,Topics in Human Rights Practice.,(3 Credits)
HRTS 3563.,African American History to 1865.,(3 Credits)
HRTS 3575.,"Human Rights, Digital Media, Visual Culture.",(3 Credits)
HRTS 3580.,"Image as Witness: Testimony, Witness, Confession.",(3 Credits)
HRTS 3580W.,"Image as Witness: Testimony, Witness, Confession.",(3 Credits)
HRTS 3602.,Human Rights on the U.S./Mexican Border: Narratives of the Immigrant Experience.,(3 Credits)
HRTS 3619.,Topics in Literature and Human Rights.,(3 Credits)
HRTS 3631.,"Literature, Culture, and Humanitarianism.",(3 Credits)
HRTS 3631W.,"Literature, Culture, and Humanitarianism.",(3 Credits)
HRTS 3640.,Human Rights Archives I: Documenting and Curating Community Memory.,(3 Credits)
HRTS 3641.,Human Rights Archives II: Visual Storytelling Practices.,(3 Credits)
HRTS 3807.,Constitutional Rights and Liberties.,(3 Credits)
HRTS 3828.,Social Documentary in Theory and Practice.,(3 Credits)
HRTS 3846.,Genocide and Mass Killings in Asia.,(3 Credits)
HRTS 3846W.,Genocide and Mass Killings in Asia.,(3 Credits)
HRTS 4291.,Service Learning Seminar/Internship.,(3 Credits)
HRTS 4996W.,Senior Thesis.,(3 Credits)
INDS 3293.,Foreign Study.,(1-15 Credits)
INDS 3295.,Special Topics.,(3 Credits)
INDS 3298.,Variable Topics.,(1-6 Credits)
INDS 3299.,Independent Study.,(1-6 Credits)
INDS 3375.,Indian Art and Popular Culture: Independence to the Present.,(3 Credits)
INDS 4296W.,Senior Thesis.,(3 Credits)
INTD 1985.,Special Topics.,(1-5 Credits)
INTD 1993.,International Study.,(1-17 Credits)
INTD 1995.,Special Topics.,(1-6 Credits)
INTD 1999.,Independent Study.,(1-6 Credits)
INTD 2245.,Introduction to Diversity Studies in American Culture.,(3 Credits)
INTD 3260.,"The Bible, the Holy Land, and History.",(3 Credits)
INTD 3584.,Seminar in Urban Problems.,(3 Credits)
INTD 3590.,Urban Field Studies.,(9 Credits)
INTD 3594.,Urban Semester Field Work Seminar.,(3 Credits)
INTD 3594W.,Urban Semester Field Work Seminar.,(3 Credits)
INTD 3985.,Special Topics.,(1-6 Credits)
INTD 3993.,International Study.,(1-17 Credits)
INTD 3995.,Special Topics.,(1-6 Credits)
INTD 3999.,Independent Study.,(1-6 Credits)
IRIS 1001.,Elementary Irish I.,(4 Credits)
IRIS 1002.,Elementary Irish II.,(4 Credits)
IRIS 1003.,Intermediate Irish I.,(4 Credits)
IRIS 1004.,Intermediate Irish II.,(4 Credits)
ILCS 1001.,Elementary Italian I.,(4 Credits)
ILCS 1002.,Elementary Italian II.,(4 Credits)
ILCS 1003.,Intermediate Italian I.,(4 Credits)
ILCS 1004.,Intermediate Italian II.,(4 Credits)
ILCS 1101.,The Italian Renaissance.,(3 Credits)
ILCS 1102.,From Baghdad to Florence: Medieval Short Stories Across Cultures.,(3 Credits)
ILCS 1149.,Cinema and Society in Contemporary Italy.,(3 Credits)
ILCS 1158.,Italian American Experience in Literature and Film.,(3 Credits)
ILCS 1160.,Culture of Fascist Italy.,(3 Credits)
ILCS 1168.,Adaptation: Italian Literature into Film.,(3 Credits)
ILCS 1170.,Introducing Italy through Its Regions.,(3 Credits)
ILCS 1193.,Foreign Study.,(1-6 Credits)
ILCS 3237.,Italy Today.,(3 Credits)
ILCS 3239.,Italian Composition and Conversation I.,(3 Credits)
ILCS 3240.,Italian Composition and Conversation II.,(3 Credits)
ILCS 3245.,Italian Literature and the City.,(3 Credits)
ILCS 3246.,Italian Women Writers.,(3 Credits)
ILCS 3247.,Jewish Literature and Film in 20th Century Italy.,(3 Credits)
ILCS 3248W.,The Italian Novella.,(3 Credits)
ILCS 3251.,"Machiavelli, Michelangelo and Renaissance Literature.",(3 Credits)
ILCS 3253.,Dante and His Time.,(3 Credits)
ILCS 3254.,Boccaccio and His Time.,(3 Credits)
ILCS 3255W.,Dante's Divine Comedy in English Translation.,(3 Credits)
ILCS 3256.,The Literature of the Italian Renaissance.,(3 Credits)
ILCS 3258W.,Cinematic Representations of Italian Americans.,(3 Credits)
ILCS 3259.,Topics in Italian Cinema.,(3 Credits)
ILCS 3260W.,Italian Cinema.,(3 Credits)
ILCS 3261.,Twentieth-Century Italian Literature.,(3 Credits)
ILCS 3262.,Nineteenth-Century Italian Literature.,(3 Credits)
ILCS 3268W.,Views of the Environment from Italy.,(3 Credits)
ILCS 3291.,Italian Internship.,(1-6 Credits)
ILCS 3293.,Foreign Study.,(1-6 Credits)
ILCS 3295.,Special Topics.,(1-6 Credits)
ILCS 3298.,Variable Topics.,(3 Credits)
ILCS 3299.,Independent Study.,(1-6 Credits)
ILCS 4279.,Capstone in Italian Studies.,(3 Credits)
JAPN 1101.,Elementary Japanese I.,(4 Credits)
JAPN 1102.,Elementary Japanese II.,(4 Credits)
JAPN 1103.,Intermediate Japanese I.,(4 Credits)
JAPN 1104.,Intermediate Japanese II.,(4 Credits)
JAPN 1193.,Foreign Study.,(1-6 Credits)
JAPN 2305.,Modern Japanese Literature.,(3 Credits)
JAPN 3293.,Foreign Study.,(1-6 Credits)
JAPN 3295.,Special Topics.,(1-6 Credits)
JAPN 3298.,Variable Topics.,(3 Credits)
JAPN 3299.,Independent Study.,(1-6 Credits)
JOUR 1002.,The Press in America.,(3 Credits)
JOUR 1095.,Special Topics.,(1-3 Credits)
JOUR 2000W.,Newswriting I.,(3 Credits)
JOUR 2001W.,Newswriting II.,(3 Credits)
JOUR 2003.,Literary Journalism.,(3 Credits)
JOUR 2010.,Journalism in the Movies.,(3 Credits)
JOUR 2040.,Fundamentals of News Programming.,(3 Credits)
JOUR 2065.,Mobile Journalism.,(3 Credits)
JOUR 2095.,Special Topics.,(1-3 Credits)
JOUR 2111.,Journalism Portfolio I: Multimedia Skills.,(1 Credit)
JOUR 2575.,The Art of the Interview in Documentary Filmmaking.,(3 Credits)
JOUR 3000W.,Community News Reporting.,(3 Credits)
JOUR 3002.,Journalism Ethics.,(3 Credits)
JOUR 3005.,Online Journalism.,(3 Credits)
JOUR 3012W.,Feature Writing.,(3 Credits)
JOUR 3015.,Sports Reporting Across Multiple Platforms.,(3 Credits)
JOUR 3020.,Media Law.,(3 Credits)
JOUR 3030.,Multiplatform Editing.,(3 Credits)
JOUR 3031.,Design for Digital Journalists.,(3 Credits)
JOUR 3035.,Podcasting.,(3 Credits)
JOUR 3040.,Newswriting for Broadcast and Digital Media.,(3 Credits)
JOUR 3041.,Reporting and Editing TV News.,(3 Credits)
JOUR 3042.,Live News Program Production.,(3 Credits)
JOUR 3045.,Specialized Journalism.,(3 Credits)
JOUR 3046E.,Environmental Journalism.,(3 Credits)
JOUR 3065.,Visual Journalism.,(3 Credits)
JOUR 3087.,Honors Thesis Preparation Seminar.,(1 Credit)
JOUR 3093.,Foreign Study.,(1-6 Credits)
JOUR 3095.,Special Topics.,(1-6 Credits)
JOUR 3097.,Honors Thesis.,(3 Credits)
JOUR 3098.,Variable Topics.,(3 Credits)
JOUR 3111.,Journalism Portfolio II: Content Development.,(1 Credit)
JOUR 3575.,Black Documentary Film Archival Practices.,(3 Credits)
JOUR 4016.,Publication Practice.,(1-3 Credits)
JOUR 4035.,Investigative Reporting.,(3 Credits)
JOUR 4065.,Video Storytelling.,(3 Credits)
JOUR 4091.,Supervised Field Internship.,(1-3 Credits)
JOUR 4099.,Independent Study.,(1-6 Credits)
JOUR 4111.,Journalism Portfolio III: Professional Presentation.,(1 Credit)
KINS 1100.,Exercise and Wellness for Everyone.,(3 Credits)
KINS 1160.,Courses in Lifetime Sports Program.,(1 Credit)
KINS 1200.,Fundamentals of Exercise Testing.,(1 Credit)
KINS 1300.,Fundamentals of Resistance Training.,(1 Credit)
KINS 2200.,Introduction to Athletic Training.,(3 Credits)
KINS 2227.,Exercise Prescription.,(3 Credits)
KINS 3091.,Internship.,(1-12 Credits)
KINS 3098.,Variable Topics.,(1-6 Credits)
KINS 3099.,Independent Study for Undergraduates.,(1-6 Credits)
KINS 3099W.,Independent Study for Undergraduates.,(1-6 Credits)
KINS 3212.,"Field Experiences in Rehabilitation, Health Care, and Sport.",(3 Credits)
KINS 3222.,"Mind, Body, and Sport Performance.",(3 Credits)
KINS 3320.,Exercise Psychology.,(3 Credits)
KINS 3522.,Biomechanics of Injury and Sport.,(3 Credits)
KINS 3530.,Aerobic Training for Health and Performance.,(3 Credits)
KINS 3531W.,Scientific Writing in Aerobic Training for Health and Performance.,(1 Credit)
KINS 3545.,Resistance Training for Health and Performance.,(3 Credits)
KINS 3546W.,Scientific Writing in Resistance Training for Health and Performance.,(1 Credit)
KINS 3550.,Exercise Prescription for Clinical Populations.,(3 Credits)
KINS 3610.,Introduction to Honors Research.,(3 Credits)
KINS 3615.,Honors Literature Review.,(3 Credits)
KINS 3697W.,Honors Thesis.,(3 Credits)
KINS 4205W.,Exercise Science Capstone.,(3 Credits)
KINS 4500.,Exercise Physiology.,(3 Credits)
KINS 4510.,Advanced Topics in Health and Sport Performance.,(3 Credits)
KINS 4511W.,Scientific Writing in Advanced Topics in Health and Sport Performance.,(1 Credit)
KORE 1101.,Elementary Korean I.,(4 Credits)
KORE 1102.,Elementary Korean II.,(4 Credits)
KORE 1103.,Intermediate Korean I.,(4 Credits)
KORE 1104.,Intermediate Korean II.,(4 Credits)
KORE 1193.,Foreign Study.,(1-6 Credits)
KORE 3293.,Foreign Study.,(1-6 Credits)
KORE 3295.,Special Topics.,(1-6 Credits)
KORE 3298.,Variable Topics.,(3 Credits)
KORE 3299.,Independent Study.,(1-6 Credits)
LAND 2110.,Landscape Architecture: Graphics I - Design Drawing.,(4 Credits)
LAND 2120.,Landscape Architecture: Graphics II Design Communication.,(4 Credits)
LAND 2210E.,"The Common (Shared) Landscape of the USA: Rights, Responsibilities and Values.",(3 Credits)
LAND 2220.,History of Designed Landscapes.,(3 Credits)
LAND 2410.,Landscape Architecture: Design I - Site Analysis.,(5 Credits)
LAND 3130.,Landscape Architecture: Graphics III - Computer Applications.,(4 Credits)
LAND 3230WE.,Sustainable Environmental Planning and Landscape Design.,(3 Credits)
LAND 3310.,Landscape Architecture: Construction I - Site Engineering.,(4 Credits)
LAND 3311.,Landscape Architecture: Construction II - Planting Design.,(4 Credits)
LAND 3312.,Landscape Architecture: Construction III - Materials and Methods.,(4 Credits)
LAND 3420.,"Landscape Architecture: Design II - Space, Form and Meaning.",(5 Credits)
LAND 3430.,Landscape Architecture: Design III - Program Development.,(5 Credits)
LAND 3981.,Landscape Architecture Internship.,(1-6 Credits)
LAND 3995.,Special Topics in Landscape Architecture.,(1-3 Credits)
LAND 3996.,Undergraduate Research in Landscape Architecture.,(1-6 Credits)
LAND 3999.,Independent Study in Landscape Architecture.,(1-6 Credits)
LAND 4294.,Landscape Architecture: Seminar.,(3 Credits)
LAND 4340.,Landscape Architecture: Professional Practice.,(3 Credits)
LAND 4440.,Landscape Architecture: Design IV - Community Planning.,(5 Credits)
LAND 4450.,Landscape Architecture: Design V - Capstone.,(5 Credits)
LLAS 1000.,Introduction to Latina/o Studies.,(3 Credits)
LLAS 1009.,"Latino Literature, Culture, and Society.",(3 Credits)
LLAS 1009W.,"Latino Literature, Culture, and Society.",(3 Credits)
LLAS 1190.,Introduction to Latin America and the Caribbean.,(3 Credits)
LLAS 1190W.,Introduction to Latin America and the Caribbean.,(3 Credits)
LLAS 1193.,Foreign Study.,(1-15 Credits)
LLAS 1570.,Migrant Workers in Connecticut.,(4 Credits)
LLAS 2001.,"Latinos, Leadership and Mentoring.",(3 Credits)
LLAS 2011W.,Introduction to Latino-American Writing and Research.,(3 Credits)
LLAS 2012.,Latinos in Connecticut: Writing for the Community.,(4 Credits)
LLAS 2293.,Foreign Study.,(1-12 Credits)
LLAS 2450.,Human Rights in Latin America.,(3 Credits)
LLAS 2474.,Economic Development in Latin America and the Caribbean.,(3 Credits)
LLAS 2507.,"New England and the Caribbean Plantation Complex, 1650-1900.",(3 Credits)
LLAS 2621.,Cuba in Local and Global Perspective.,(3 Credits)
LLAS 2622.,History of Gender and Sexuality in Latin America and the Caribbean.,(3 Credits)
LLAS 2995.,Special Topics in Latino and Latin American Studies.,(1-6 Credits)
LLAS 3021.,Contemporary Latin America.,(3 Credits)
LLAS 3029.,The Caribbean.,(3 Credits)
LLAS 3107.,Latinx Psychology.,(3 Credits)
LLAS 3208.,Making the Black Atlantic.,(3 Credits)
LLAS 3210.,Contemporary Issues in Latino Studies.,(3 Credits)
LLAS 3211.,Puerto Rican/Latino Studies Research.,(3 Credits)
LLAS 3220.,History of Latinos/as in the United States.,(3 Credits)
LLAS 3221.,Latinos/as and Human Rights.,(3 Credits)
LLAS 3230.,Latina Narrative.,(3 Credits)
LLAS 3232.,Latina/o Literature.,(3 Credits)
LLAS 3233.,Studies in Latina/o Literature.,(3 Credits)
LLAS 3241.,Latin American Minorities in the United States.,(3 Credits)
LLAS 3250.,Latino Health and Health Care.,(3 Credits)
LLAS 3265.,Literature of Puerto Rico and the Spanish Caribbean.,(3 Credits)
LLAS 3270.,Latino Political Behavior.,(3 Credits)
LLAS 3271.,Immigration and Transborder Politics.,(3 Credits)
LLAS 3293.,Foreign Study.,(1-17 Credits)
LLAS 3294.,Topics in Human Rights in Central America.,(3 Credits)
LLAS 3320.,Media and Diverse Audiences.,(3 Credits)
LLAS 3321.,Latinas and Media.,(3 Credits)
LLAS 3322.,Soap Opera/Telenovela.,(3 Credits)
LLAS 3327.,Power and Health in Latin America and the Caribbean.,(3 Credits)
LLAS 3470.,The Latinx Family.,(3 Credits)
LLAS 3525.,Latino Sociology.,(3 Credits)
LLAS 3525W.,Latino Sociology.,(3 Credits)
LLAS 3602.,Human Rights on the U.S./Mexican Border: Narratives of the Immigrant Experience.,(3 Credits)
LLAS 3607.,Latin America in the Colonial Period.,(3 Credits)
