a,Course_Title,Course_Credit
LLAS 3608W.,The Hispanic World in the Ages of Reason and Revolution.,(3 Credits)
LLAS 3609.,Latin America in the National Period.,(3 Credits)
LLAS 3618.,Comparative Slavery in the Americas.,(3 Credits)
LLAS 3619.,History of the Caribbean.,(3 Credits)
LLAS 3619W.,History of the Caribbean.,(3 Credits)
LLAS 3635.,History of Modern Mexico.,(3 Credits)
LLAS 3660W.,History of Migration in Las Americas.,(3 Credits)
LLAS 3662.,Borderlands of the Americas.,(3 Credits)
LLAS 3667.,Puerto Rican Politics and Culture.,(3 Credits)
LLAS 3675.,Latina History and Biography.,(3 Credits)
LLAS 3990.,Field Study.,(1-6 Credits)
LLAS 3998.,Variable Topics in Latino and Latin American Studies.,(3 Credits)
LLAS 3999.,Independent Study in Latino and Latin American Studies.,(1-6 Credits)
LLAS 4100.,Experiential/Service Learning Seminar.,(4 Credits)
LLAS 4212.,Field Internship in Latino Studies.,(1-3 Credits)
LLAS 4994W.,Latin American Studies Research Seminar.,(3 Credits)
LING 1010.,Language and Mind.,(3 Credits)
LING 1020.,Language and Environment.,(3 Credits)
LING 1030.,The Diversity of Languages.,(3 Credits)
LING 1793.,Foreign Study.,(1-3 Credits)
LING 1795.,Special Topics Lecture.,(3 Credits)
LING 2010Q.,The Science of Linguistics.,(3 Credits)
LING 2793.,Foreign Study.,(1-15 Credits)
LING 2795.,Special Topics.,(1-3 Credits)
LING 2850.,Introduction to Sociolinguistics of the Deaf Community.,(3 Credits)
LING 3000Q.,Introduction to Computational Linguistics.,(3 Credits)
LING 3110.,Experimental Linguistics.,(3 Credits)
LING 3310Q.,Phonology.,(3 Credits)
LING 3410Q.,Semantics.,(3 Credits)
LING 3511Q.,Syntax.,(3 Credits)
LING 3610W.,Language and Culture.,(3 Credits)
LING 3700W.,Field Methods in Linguistics.,(3 Credits)
LING 3789.,Undergraduate Research.,(1-3 Credits)
LING 3793.,Foreign Study.,(1-6 Credits)
LING 3795.,Special Topics.,(1-3 Credits)
LING 3798.,Variable Topics.,(3 Credits)
LING 3799.,Independent Study.,(1-6 Credits)
LING 3800.,Structure of American Sign Language.,(3 Credits)
LING 3850.,Cultural and Linguistic Variation in the Deaf Community.,(3 Credits)
LING 4500.,Advanced Introduction to Syntax.,(3 Credits)
LING 4793.,Foreign Study.,(1-6 Credits)
MEM 1151.,Introduction to the Management and Engineering for Manufacturing Program.,(3 Credits)
MEM 2211.,Introduction to Manufacturing Systems.,(3 Credits)
MEM 2212.,Introduction to Manufacturing Systems Lab.,(1 Credit)
MEM 2213.,Introduction to Manufacturing Systems Lab.,(3 Credits)
MEM 3221.,Introduction to Products and Processes.,(3 Credits)
MEM 3231.,Computers in Manufacturing.,(3 Credits)
MEM 3263.,Manufacturing Sensing.,(2 Credits)
MEM 3281.,Manufacturing Internship.,(0 Credits)
MEM 3293.,Foreign Study.,(1-6 Credits)
MEM 3295.,Special Topics in Management and Engineering for Manufacturing.,(1-16 Credits)
MEM 3299.,Problems in Management and Engineering for Manufacturing.,(1-4 Credits)
MEM 4225.,Advanced Products and Processes.,(3 Credits)
MEM 4296.,Honors Research.,(1-6 Credits)
MEM 4971W.,Senior Design Project I.,(2 Credits)
MEM 4972W.,Senior Design Project II.,(2 Credits)
MENT 2234.,The Entrepreneurial Journey.,(3 Credits)
MENT 2236.,Content Entrepreneurship.,(3 Credits)
MENT 2240.,Mastering Creativity and Innovation.,(3 Credits)
MENT 3101.,Managerial and Interpersonal Behavior.,(3 Credits)
MENT 3225.,International Business.,(3 Credits)
MENT 3234.,"Opportunity Generation, Assessment, and Promotion.",(3 Credits)
MENT 3235.,"Venture Planning, Management, and Growth.",(3 Credits)
MENT 3236.,Managerial Negotiations.,(3 Credits)
MENT 3237.,Managing Human Capital.,(3 Credits)
MENT 3238.,Leading Teams and Organizations.,(3 Credits)
MENT 3239.,Managing a Diverse Workforce.,(3 Credits)
MENT 3500.,Technology Innovation and Entrepreneurship.,(3 Credits)
MENT 3501.,Technology Innovation and Entrepreneurship II.,(3 Credits)
MENT 3741.,Foundations of Venture Capital.,(3 Credits)
MENT 3742.,Venture Investment Sourcing and Analysis.,(3 Credits)
MENT 3882.,Professional Practice in Management or Entrepreneurial Consulting.,(1-3 Credits)
MENT 3982.,Professional Practice in Entrepreneurial Business Development.,(1-3 Credits)
MENT 4292.,Venture Consulting.,(3 Credits)
MENT 4741.,Advanced Venture Investing.,(3 Credits)
MENT 4742.,Leading a Venture Fund.,(3 Credits)
MENT 4881.,Internship in Management.,(1-6 Credits)
MENT 4893.,Foreign Study.,(1-6 Credits)
MENT 4895.,Special Topics.,(1-6 Credits)
MENT 4899.,Independent Study.,(1-6 Credits)
MENT 4900.,Strategic Management.,(3 Credits)
MENT 4902.,Strategic Management.,(3 Credits)
MENT 4997.,Senior Thesis in Management.,(1-3 Credits)
MARN 1001E.,The Sea Around Us.,(3 Credits)
MARN 1002E.,Introduction to Oceanography.,(3 Credits)
MARN 1003E.,Introduction to Oceanography with Laboratory.,(4 Credits)
MARN 1004.,Oceanography Laboratory.,(1 Credit)
MARN 1160.,Introduction to Scientific Diving.,(2 Credits)
MARN 1893.,International Study.,(1-6 Credits)
MARN 1996.,Introduction to Research.,(1-6 Credits)
MARN 2801WE.,Marine Sciences and Society.,(3 Credits)
MARN 2893.,International Studies.,(1-6 Credits)
MARN 2996.,Directed Research 1.,(1-6 Credits)
MARN 3000E.,The Oceans and Global Climate.,(3 Credits)
MARN 3001.,Foundations of Marine Sciences.,(4 Credits)
MARN 3002.,Foundations of Marine Sciences.,(3 Credits)
MARN 3012.,Marine Invertebrate Biology.,(3 Credits)
MARN 3014.,Marine Biology.,(3 Credits)
MARN 3015.,Techniques in Marine Molecular Biology.,(3 Credits)
MARN 3017.,Plankton Ecology.,(3 Credits)
MARN 3030.,Coastal Pollution and Bioremediation.,(3 Credits)
MARN 3060.,Coastal Circulation and Sediment Transport.,(3 Credits)
MARN 3230.,Beaches and Coasts.,(3 Credits)
MARN 3505.,Remote Sensing of Marine Geography.,(3 Credits)
MARN 3811.,Seminar on Marine Mammals.,(3 Credits)
MARN 3812.,Seminar in Marine Biodiversity and Conservation.,(3 Credits)
MARN 3893.,International Study.,(1-6 Credits)
MARN 3899.,Independent Study.,(1-6 Credits)
MARN 3995.,Special Topics.,(1-6 Credits)
MARN 3996.,Directed Research 2.,(1-6 Credits)
MARN 4001.,Measurement and Analysis in Coastal Ecosystems.,(4 Credits)
MARN 4002.,Science and the Coastal Environment.,(3 Credits)
MARN 4010.,Biological Oceanography.,(3 Credits)
MARN 4018.,Ecology of Fishes.,(3 Credits)
MARN 4019.,Algae and the Environment.,(3 Credits)
MARN 4030W.,Chemical Oceanography.,(3 Credits)
MARN 4050.,Geological Oceanography.,(3 Credits)
MARN 4052.,Paleooceanography.,(3 Credits)
MARN 4060.,Physical Oceanography.,(3 Credits)
MARN 4066.,River Influences on the Marine Environment.,(3 Credits)
MARN 4130.,Geomicrobiology.,(3 Credits)
MARN 4160.,Scientific Diving.,(3 Credits)
MARN 4202Q.,Models of the Ocean Carbon Cycle.,(4 Credits)
MARN 4210Q.,Experimental Design in Marine Ecology.,(4 Credits)
MARN 4891.,Internship in Marine Sciences.,(1-3 Credits)
MARN 4893.,International Study.,(1-6 Credits)
MARN 4895.,Special Topics.,(1-6 Credits)
MARN 4897W.,Senior Research Thesis.,(3 Credits)
MARN 4898.,Variable Topics.,(1-3 Credits)
MARN 4996.,Independent Research.,(1-6 Credits)
MAST 1001E.,The Sea Around Us.,(3 Credits)
MAST 1200.,Introduction to Maritime Culture.,(3 Credits)
MAST 1300E.,People and Society in the Maritime Environment.,(3 Credits)
MAST 1993.,International Study.,(1-6 Credits)
MAST 2101.,Introduction to Maritime Studies.,(3 Credits)
MAST 2210E.,History of the Ocean.,(3 Credits)
MAST 2300E.,Marine Environmental Policy.,(3 Credits)
MAST 2460E.,Maritime Politics.,(3 Credits)
MAST 2467E.,Economics of the Oceans.,(3 Credits)
MAST 2507.,"New England and the Caribbean Plantation Complex, 1650-1900.",(3 Credits)
MAST 2993.,International Study.,(1-6 Credits)
MAST 2995.,Special Topics Lecture.,(1-6 Credits)
MAST 3300.,Oral History on the Working Waterfront.,(3 Credits)
MAST 3501.,Mariners' Skills for Interpreting the Maritime Humanities.,(3 Credits)
MAST 3531.,Maritime Archaeology of the Americas.,(3 Credits)
MAST 3532.,Archaeology of the Age of Sail.,(3 Credits)
MAST 3544.,"Atlantic Voyages: European Maritime Expansion, 1400-1650.",(3 Credits)
MAST 3545.,"The Modern Atlantic, 1650-1950.",(3 Credits)
MAST 3600.,Global Dynamics of the Shipping Industry.,(3 Credits)
MAST 3652W.,Maritime Literature to 1800.,(3 Credits)
MAST 3653.,Maritime Literature Since 1800.,(3 Credits)
MAST 3653W.,Maritime Literature Since 1800.,(3 Credits)
MAST 3832.,Maritime Law.,(3 Credits)
MAST 3991.,Supervised Internship in Maritime Studies.,(1-3 Credits)
MAST 3993.,International Study.,(1-6 Credits)
MAST 3995.,Special Topics.,(1-6 Credits)
MAST 3998.,Variable Topics.,(3 Credits)
MAST 4993.,International Study.,(1-6 Credits)
MAST 4994W.,Maritime Studies Capstone Seminar.,(3 Credits)
MAST 4999.,Independent Study.,(1-6 Credits)
MKTG 2237.,Personal Brand Management.,(3 Credits)
MKTG 3101.,Introduction to Marketing Management.,(3 Credits)
MKTG 3208.,Consumer Behavior.,(3 Credits)
MKTG 3252.,Business and Human Rights.,(3 Credits)
MKTG 3253.,"Sustainability, Markets, and Society.",(3 Credits)
MKTG 3254.,Social Responsibility and Accountability in Business.,(3 Credits)
MKTG 3255.,Global Issues in Marketing for Social Impact.,(3 Credits)
MKTG 3258.,Marketing Strategy for Environmental and Social Impact.,(3 Credits)
MKTG 3260.,Marketing Research.,(3 Credits)
MKTG 3370.,Global Marketing Strategy.,(3 Credits)
MKTG 3452.,Professional Selling.,(3 Credits)
MKTG 3454.,Sales Management and Leadership.,(3 Credits)
MKTG 3625.,Integrated Marketing Communications in the Digital Age.,(3 Credits)
MKTG 3661.,Marketing and Digital Analytics.,(3 Credits)
MKTG 3665.,Digital Marketing.,(3 Credits)
MKTG 3757.,Strategic Brand Management.,(3 Credits)
MKTG 4362.,Marketing Planning and Strategy.,(3 Credits)
MKTG 4881.,Internship in Marketing.,(3 Credits)
MKTG 4882.,Practicum in Professional Sales.,(3 Credits)
MKTG 4893.,Foreign Study.,(1-6 Credits)
MKTG 4895.,Special Topics.,(1-6 Credits)
MKTG 4899.,Independent Study.,(1-6 Credits)
MKTG 4996.,Independent Honors Research.,(3 Credits)
MKTG 4997W.,Senior Thesis in Marketing.,(3 Credits)
MSE 2001.,"Introduction to Structure, Properties, and Processing of Materials I.",(3 Credits)
MSE 2002.,"Introduction to Structure, Properties, and Processing of Materials II.",(3 Credits)
MSE 2053.,Materials Characterization and Processing Laboratory.,(2 Credits)
MSE 2101.,Materials Science and Engineering I.,(3 Credits)
MSE 2102.,Materials Science and Engineering II.,(3 Credits)
MSE 3001.,Applied Thermodynamics of Materials.,(4 Credits)
MSE 3002.,Transport Phenomena in Materials Processing.,(3 Credits)
MSE 3003.,Phase Transformation Kinetics and Applications.,(3 Credits)
MSE 3004.,Mechanical Behavior of Materials.,(3 Credits)
MSE 3020.,Failure Analysis.,(3 Credits)
MSE 3029.,Ceramic Materials.,(3 Credits)
MSE 3032.,Introduction to High Temperature Materials.,(3 Credits)
MSE 3034.,Ferrous Alloys.,(3 Credits)
MSE 3036.,Non-Ferrous Alloys.,(3 Credits)
MSE 3055.,Materials Processing and Microstructures Laboratory.,(2 Credits)
MSE 3056.,Mechanical Behavior Laboratory.,(2 Credits)
MSE 3156.,Polymeric Materials.,(3 Credits)
MSE 3193.,International Study in Materials Science and Engineering.,(1-6 Credits)
MSE 3700.,Biomaterials.,(3 Credits)
MSE 4001.,Electrical and Magnetic Properties of Materials.,(3 Credits)
MSE 4003.,Materials Characterization.,(3 Credits)
MSE 4004.,Thermal/Mechanical Processing of Materials.,(3 Credits)
MSE 4005.,Processing of Materials in the Liquid and Vapor State.,(3 Credits)
MSE 4021.,Materials Joining.,(3 Credits)
MSE 4034.,Corrosion and Materials Protection.,(3 Credits)
MSE 4038.,Alloy Casting Processes.,(3 Credits)
MSE 4040.,Materials Selection in Mechanical Design.,(3 Credits)
MSE 4095.,Special Topics in Materials Science and Engineering.,(1-3 Credits)
MSE 4097.,Undergraduate Research in Materials Science and Engineering.,(1-3 Credits)
MSE 4098.,Variable Topics in Materials Science and Engineering.,(1-3 Credits)
MSE 4099.,Independent Study in Materials Science and Engineering.,(1-3 Credits)
MSE 4240.,Nanomaterials Synthesis and Design.,(3 Credits)
MSE 4701.,Biomedical Materials and Implants.,(3 Credits)
MSE 4801.,"Materials for Alternative, Renewable Energy.",(3 Credits)
MSE 4901W.,Capstone Design Project I.,(3 Credits)
MSE 4902W.,Capstone Design Project II.,(3 Credits)
MSE 4996.,Thesis Research in Materials Science and Engineering.,(1-3 Credits)
MATH 1011Q.,Introductory College Algebra and Mathematical Modeling.,(3 Credits)
MATH 1020Q.,Problem Solving.,(3 Credits)
MATH 1030Q.,Elementary Discrete Mathematics.,(3 Credits)
MATH 1060Q.,Precalculus.,(3 Credits)
MATH 1070Q.,Mathematics for Business and Economics.,(3 Credits)
MATH 1071Q.,Calculus for Business and Economics.,(3 Credits)
MATH 1131Q.,Calculus I.,(4 Credits)
MATH 1132Q.,Calculus II.,(4 Credits)
MATH 1793.,Foreign Study.,(1-15 Credits)
MATH 1795Q.,Special Topics Lecture.,(1-3 Credits)
MATH 2010Q.,Fundamentals of Algebra and Geometry.,(3 Credits)
MATH 2011Q.,Fundamentals of Algebra and Geometry.,(3 Credits)
MATH 2110Q.,Multivariable Calculus.,(4 Credits)
MATH 2141Q.,Advanced Calculus I.,(4 Credits)
MATH 2142Q.,Advanced Calculus II.,(4 Credits)
MATH 2143Q.,Advanced Calculus III.,(4 Credits)
MATH 2144Q.,Advanced Calculus IV.,(4 Credits)
MATH 2210Q.,Applied Linear Algebra.,(3 Credits)
MATH 2360Q.,Geometry.,(3 Credits)
MATH 2410Q.,Elementary Differential Equations.,(3 Credits)
MATH 2620.,Financial Mathematics I.,(3 Credits)
MATH 2705W.,Technical Writing in Mathematics.,(1 Credit)
MATH 2710.,Transition to Advanced Mathematics.,(3 Credits)
MATH 2710W.,Transition to Advanced Mathematics.,(3 Credits)
MATH 2720.,History of Mathematics.,(3 Credits)
MATH 2720W.,History of Mathematics.,(3 Credits)
MATH 2793.,Foreign Study.,(1-6 Credits)
MATH 2794W.,Mathematics Writing Seminar.,(2 Credits)
MATH 3094.,Undergraduate Seminar.,(3 Credits)
MATH 3146.,Introduction to Complex Variables.,(3 Credits)
MATH 3150.,Analysis I.,(3 Credits)
MATH 3151.,Analysis II.,(3 Credits)
MATH 3160.,Probability.,(3 Credits)
MATH 3170.,Elementary Stochastic Processes.,(3 Credits)
MATH 3180.,Mathematics for Machine Learning.,(3 Credits)
MATH 3210.,Abstract Linear Algebra.,(3 Credits)
MATH 3230.,Abstract Algebra I.,(3 Credits)
MATH 3231.,Abstract Algebra II.,(3 Credits)
MATH 3240.,Introduction to Number Theory.,(3 Credits)
MATH 3250.,Combinatorics.,(3 Credits)
MATH 3260.,Introduction to Mathematical Logic.,(3 Credits)
MATH 3265.,Applied Mathematical Logic.,(3 Credits)
MATH 3330.,Elements of Topology.,(3 Credits)
MATH 3370.,Differential Geometry.,(3 Credits)
MATH 3410.,Differential Equations for Applications.,(3 Credits)
MATH 3435.,Partial Differential Equations.,(3 Credits)
MATH 3510.,Numerical Analysis I.,(3 Credits)
MATH 3511.,Numerical Analysis II.,(3 Credits)
MATH 3545.,Actuarial Case Studies using SAS.,(1 Credit)
MATH 3550.,Programming for Actuaries.,(3 Credits)
MATH 3610.,Probability Problems.,(1 Credit)
MATH 3615.,Financial Mathematics Problems.,(1 Credit)
MATH 3620.,Foundations of Actuarial Science.,(3 Credits)
MATH 3630.,Long-Term Actuarial Mathematics I.,(4 Credits)
MATH 3631.,Long-Term Actuarial Mathematics II.,(3 Credits)
MATH 3636.,Actuarial Statistical Modeling I.,(3 Credits)
MATH 3637.,Actuarial Statistical Modeling II.,(3 Credits)
MATH 3639.,Actuarial Loss Models.,(3 Credits)
MATH 3640.,Short-Term Insurance Ratemaking.,(3 Credits)
MATH 3641.,Short-Term Insurance Reserving.,(3 Credits)
MATH 3650.,Financial Mathematics II.,(3 Credits)
MATH 3660.,Advanced Financial Mathematics.,(3 Credits)
MATH 3670W.,Technical Writing for Actuaries.,(3 Credits)
MATH 3710.,Introduction to Mathematical Modeling.,(3 Credits)
MATH 3710W.,Introduction to Mathematical Modeling.,(3 Credits)
MATH 3790.,Field Study Internship.,(1-3 Credits)
MATH 3793.,Foreign Study.,(1-15 Credits)
MATH 3794.,Problem Seminar.,(1 Credit)
MATH 3795.,Special Topics.,(1-6 Credits)
MATH 3796W.,Senior Thesis in Mathematics.,(3 Credits)
MATH 3798.,Variable Topics.,(3 Credits)
MATH 3799.,Independent Study.,(1-6 Credits)
MATH 3899.,Independent Study.,(1-3 Credits)
MATH 4110.,Introduction to Modern Analysis.,(3 Credits)
MATH 4210.,Advanced Abstract Algebra.,(3 Credits)
MATH 4310.,Introduction to Geometry and Topology.,(3 Credits)
ME 2015.,Introduction to Computing for Mechanical Engineers.,(1 Credit)
ME 2016.,Introduction to Computational Fluid Dynamics.,(1 Credit)
ME 2017.,Introduction to Finite Element Analysis.,(1 Credit)
ME 2120.,Applied Mechanics II.,(3 Credits)
ME 2140.,Computer-Aided Design and Manufacturing.,(3 Credits)
ME 2193.,International Study.,(1-6 Credits)
ME 2233.,Thermodynamic Principles.,(3 Credits)
ME 2234.,Applied Thermodynamics.,(3 Credits)
ME 3130.,Advanced Engineering Mathematics.,(3 Credits)
ME 3161.,Introduction to Robotics.,(3 Credits)
ME 3162.,Robot Motion Planning.,(3 Credits)
ME 3163.,Robot Control and Dynamics.,(3 Credits)
ME 3193.,International Study.,(1-6 Credits)
ME 3214.,Dynamics of Particles and Rigid Bodies.,(3 Credits)
ME 3217.,Metal Cutting Principles.,(3 Credits)
ME 3220.,Mechanical Vibrations.,(3 Credits)
ME 3221.,Manufacturing Automation.,(3 Credits)
ME 3222.,Production Engineering.,(3 Credits)
ME 3225.,"Computer-Aided Design, Modeling, and Graphics.",(3 Credits)
ME 3227.,Design of Machine Elements.,(3 Credits)
ME 3228.,Introduction to Fatigue in Mechanical Design.,(3 Credits)
ME 3239.,Combustion for Energy Conversion.,(3 Credits)
ME 3242.,Heat Transfer.,(3 Credits)
ME 3250.,Fluid Dynamics I.,(3 Credits)
ME 3251.,Fluid Dynamics II.,(3 Credits)
ME 3253.,Linear Systems Theory.,(3 Credits)
ME 3254.,Linear Systems Theory.,(3 Credits)
ME 3255.,Computational Mechanics.,(3 Credits)
ME 3256W.,Data-Driven Decisions and Technical Communications.,(3 Credits)
ME 3262.,Applied Measurements and Data Analysis.,(3 Credits)
ME 3263.,Introduction to Sensors and Data Analysis.,(3 Credits)
ME 3264.,Applied Measurements Laboratory.,(3 Credits)
ME 3266.,Principles of Optimum Design.,(3 Credits)
ME 3270.,Fuel Cells.,(3 Credits)
ME 3275.,Introduction to Computational Fluid Dynamics.,(3 Credits)
ME 3276.,Propulsion.,(3 Credits)
ME 3279.,Honors Research.,(3 Credits)
