Undergrad_Course_Title,Credit
MUT 325 - Professional Topics in Music Therapy - Ethics & Cultural Humility,3 credit(s).
MUT 341 - Practicum in Music Therapy I,1 credit(s).
MUT 342 - Practicum in Music Therapy II,1 credit(s).
MUT 343 - Practicum in Music Therapy III,1 credit(s).
MUT 350 - Multiculturalism in Music Therapy,3 credit(s).
MUT 400 - Psychology of Music,3 credit(s).
MUT 435 - Theoretical Foundations of Music Therapy,3 credit(s).
MUT 497 - Internship in Music Therapy,6 credit(s).
MUT 499 - Independent Study,1 to 6 credit(s).
NUR 340 - Transition to Professional Practice,3 credit(s).
NUR 341 - Health Assessment in Nursing,3 credit(s).
NUR 342 - Evidence-Based Nursing Interventions,3 credit(s).
NUR 343 - Integrated Pathophysiology and Pharmacology I,3 credit(s).
NUR 344 - Care of the Older Adult,3 credit(s).
NUR 350 - Clinical Application of Nutrition,2 credit(s).
NUR 351 - Evidence-Based Practice for Nurses,2 credit(s).
NUR 352 - Adult Health I,5 credit(s).
NUR 353 - Integrated Pathophysiology and Pharmacology II,3 credit(s).
NUR 354 - Mental Health Nursing,3 credit(s).
NUR 355 - Evidence-Based Nursing Interventions Lab,1 credit(s).
NUR 420 - Guided Imagery in Nursing Practice,1 credit(s).
NUR 421 - Spirituality and Nursing Assessment,1 credit(s).
NUR 422 - Interpersonal Violence and the Critical Role of the Nurse,1 credit(s).
NUR 423 - Transcultural Issues in Nursing,1 credit(s).
NUR 425 - Palliative and End-of-Life Care Colloquium,1 credit(s).
NUR 426 - The Mind’s Role in Illnesses: Application to Nursing Practice,1 credit(s).
NUR 428 - Legal Issues in Nursing,1 credit(s).
NUR 429 - Cultural Perspectives of Breastfeeding and NursingInterventions,1 credit(s).
NUR 430 - The Childbearing Family,3 credit(s).
NUR 431 - The Childrearing Family (Pediatrics),3 credit(s).
NUR 432 - Adult Health II,5 credit(s).
NUR 434 - Introduction to Perioperative Nursing I,1 credit(s).
NUR 435 - Introduction to Perioperative Nursing II,1 credit(s).
NUR 436 - Introduction to Critical Care Nursing,1 credit(s).
NUR 442 - Public Health Nursing: Caring for Populations and Communities,3 credit(s).
NUR 443 - Nursing Capstone,5 credit(s).
NUR 444 - Leadership and Management in Contemporary Nursing Practice,3 credit(s).
NUR 457 - Contemporary Health Care Issues Across the Lifespan,3 credit(s).
NUR 459 - Leadership and Management in Contemporary Nursing Practice,3 credit(s).
NUR 460 - Understanding Theory to Guide Nursing Practice,3 credit(s).
NUR 462 - Health Assessment for RN-BSN Students,3 credit(s).
NUR 463 - Concepts of Community Health Nursing,3 credit(s).
NUR 467 - Care Across the Continuum for Special Populations,3 credit(s).
NUR 468 - Promoting Health and Wellness Across  the Lifespan,3 credit(s).
NUR 469 - Principles of Quality and Safety to Promote Safety in Healthcare,3 credit(s).
NUR 470 - Optimal Clinical Outcomes Through Evidence-Based Practicein Nursing,3 credit(s).
NUR 498 - Special Topics in Nursing,1 to 3 credit(s).
NUR 499 - Independent Study,1 to 3 credit(s).
PCH 200 - Introduction to Nutrition,3 credit(s).
PCH 201 - Wellness,3 credit(s).
PCH 202 - Introduction to Public Health,3 credit(s).
PCH 204 - Nutrition and Healthy Cooking,3 credit(s).
PCH 205 - Principles of Meal Management,3 credit(s).
PCH 230 - Foundations in Health Coaching,3 credit(s).
PCH 259 - Environmental Health,3 credit(s).
PCH 265 - Illness and Disease,3 credit(s).
PCH 270 - Stress Management,3 credit(s).
PCH 273 - Weight Management,3 credit(s).
PCH 275 - Introduction to Health Promotion,3 credit(s).
PCH 280 - Human Sexuality,3 credit(s).
PCH 292 - Health and Aging,3 credit(s).
PCH 306 - Diet and Nutritional Therapy,3 credit(s).
PCH 320 - Health Disparities and Social Justice,3 credit(s).
PCH 330 - Coaching for Health Improvement,3 credit(s).
PCH 331 - Health Coaching Leadership & Ethics,3 credit(s).
PCH 340 - Public Health Research,3 credit(s).
PCH 342 - Introduction to Epidemiology,3 credit(s).
"PCH 348 - Death, Dying, and Bereavement",3 credit(s).
PCH 349 - Men’s Health,3 credit(s).
PCH 350 - Women’s Health,3 credit(s).
PCH 351 - Health in Society,3 credit(s).
"PCH 352 - Health, Disease and Culture",3 credit(s).
PCH 353 - Global Health,3 credit(s).
PCH 356 - Maternal and Child Health,3 credit(s).
PCH 358 - Health Policy,3 credit(s).
PCH 360 - Community Nutrition,3 credit(s).
PCH 362 - Public Health Management,3 credit(s).
PCH 371 - Food Systems and Food Justice,3 credit(s).
PCH 398 - Special Topics in Public Health,3 credit(s).
PCH 440 - Food Hygiene,3 credit(s).
PCH 441 - Water Supply and Waste-Water Treatment,3 credit(s).
PCH 456 - Health Promotion Strategies,3 credit(s).
PCH 457 - Public Health Communication,3 credit(s).
PCH 458 - Program Planning,3 credit(s).
PCH 496 - Practicum in Health Coaching,3 credit(s).
PCH 497 - Public Health Internship,6 credit(s).
PCH 498 - Advanced Special Topics in Public Health,1 to 3 credit(s).
PCH 499 - Independent Study,1 to 6 credit(s).
PHI 100 - Introduction to Philosophy,3 credit(s).
PHI 117 - Ethics of Emerging Technologies,3 credit(s).
"PHI 125 - Anger, Revenge, and Forgiveness",3 credit(s).
PHI 203 - Ethics of Sustainability and the Environment,3 credit(s).
PHI 207 - Faith and Philosophy,3 credit(s).
PHI 211 - Asian Philosophy: India,3 credit(s).
PHI 212 - Asian Philosophy: China and Japan,3 credit(s).
PHI 215 - Logic: Legal and Scientific Reasoning,3 or 4 credit(s).
"PHI 217 - Sex, Love, and Friendship",3 credit(s).
PHI 218 - Fun and Games,3 credit(s).
"PHI 219 - Race, Ethnicity, and Immigration",3 credit(s).
PHI 220 - Ethics: Know Thyself,3 credit(s).
PHI 222 - The Creative Process,3 credit(s).
PHI 242 - Death and the Meaning of Life,3 credit(s).
PHI 270 - Philosophy of Education,3 credit(s).
PHI 272 - Ethics of Policing and Criminal Justice,3 credit(s).
PHI 296 - Ancient Philosophy: Pre-Socratics to Plotinus,3 credit(s).
PHI 297 - Medieval and Renaissance Philosophy: Augustine to Machiavelli,3 credit(s).
PHI 298 - Special Topics in Philosophy,3 credit(s).
PHI 300 - Human Rights and Human Wrongs,3 credit(s).
PHI 306 - The Age of Reason: Galileo to Kant,3 credit(s).
PHI 307 - 19th Century Philosophy: Fichte to Bradley,3 credit(s).
PHI 309 - Women and Religion: The Old and New Eve,3 credit(s).
"PHI 310 - Women, Philosophy, and Science",3 credit(s).
PHI 321 - Philosophy of Science,3 credit(s).
PHI 323 - Ethical Individualism,3 credit(s).
PHI 324 - Computer Ethics,3 credit(s).
PHI 325 - Bio-Ethics of the Life Sciences,3 credit(s).
PHI 327 - Moral Problems in the Law,3 credit(s).
PHI 408 - Phenomenology and Existentialism,3 credit(s).
PHI 480 - 20th Century Analytic Philosophy,3 credit(s).
PHI 490 - Philosophy Seminar,3 credit(s).
PHI 499 - Independent Study,1 to 3 credit(s).
PHY 100 - Physics through Inquiry,3 credit(s).
PHY 103 - Physics and Technology for Healthcare Professionals,3 credit(s).
PHY 120 - Physics for Tomorrow: Nanotechnology,3 credit(s).
PHY 123 - Critical Thinking and Science for Future Leaders,3 credit(s).
PHY 200 - General Physics I,4 credit(s).
PHY 201 - General Physics II,4 credit(s).
PHY 230 - Physics for Scientists and Engineers I,4 credit(s).
PHY 231 - Physics for Scientists and Engineers II,4 credit(s).
PHY 309 - Modern Physics,3 credit(s).
PHY 355 - Electricity and Electronics,4 credit(s).
PHY 370 - Modern Physics Laboratory,2 credit(s).
PHY 400 - Classical Mechanics I,3 credit(s).
PHY 401 - Classical Mechanics II,3 credit(s).
PHY 405 - Scientific Computer Interfacing,3 credit(s).
PHY 406 - Electricity and Magnetism,3 credit(s).
PHY 410 - Optics,3 credit(s).
PHY 411 - Optics Laboratory,1 credit(s).
PHY 415 - Solid State Physics,3 credit(s).
PHY 430 - Thermodynamics,3 credit(s).
PHY 440 - Introduction to Quantum Mechanics,3 credit(s).
PHY 461 - Methods in Physics Research,2 credit(s).
PHY 471 - Capstone Experience in Physics,3 credit(s).
PHY 499 - Independent Study and Research,1 to 4 credit(s).
POR 100 - Portuguese I,3 credit(s).
POR 101 - Portuguese II,3 credit(s).
POR 200 - Portuguese III,3 credit(s).
PSC 200 - Political Change and Conflict,3 credit(s).
PSC 220 - Grassroots Democracy: City and States,3 credit(s).
PSC 230 - War,3 credit(s).
PSC 240 - Introduction to Political Thought,3 credit(s).
PSC 260 - U.S. Government,3 credit(s).
PSC 270 - International Relations,3 credit(s).
PSC 301 - Russian Politics and Government,3 credit(s).
PSC 304 - Japan and Other Developed Countries in Asia,3 credit(s).
PSC 305 - Political Economy of Development,3 credit(s).
PSC 307 - Middle East Politics,3 credit(s).
PSC 308 - Latin American Politics,3 credit(s).
PSC 310 - Comparative Public Policy,3 credit(s).
PSC 311 - European Politics,3 credit(s).
PSC 314 - Urban Politics,3 credit(s).
PSC 317 - U.S.-Latin American Relations,3 credit(s).
PSC 321 - The U.S. Legal System,3 credit(s).
PSC 322 - U.S. Political Parties and Elections,3 credit(s).
PSC 326 - Race and Ethnicity in American Politics,3 credit(s).
PSC 328 - State and Local Government,3 credit(s).
PSC 333 - Latin American Security,3 credit(s).
PSC 335 - Global Politics,3 credit(s).
PSC 336 - The U.S. in World Affairs,3 credit(s).
PSC 338 - Contemporary World Politics,3 credit(s).
PSC 340 - Political Thought I: Classical and Medieval Eras,3 credit(s).
PSC 342 - Political Thought II: Modern Era,3 credit(s).
PSC 344 - Political Thought III: Contemporary Era,3 credit(s).
PSC 346 - Marxism,3 credit(s).
PSC 348 - Western Political Thought,3 credit(s).
PSC 350 - Public Leadership,3 credit(s).
PSC 351 - Public Policy Analysis,3 credit(s).
PSC 356 - Politics and Administration in Connecticut,3 credit(s).
PSC 359 - Seminar in Legal Topics,1 credit(s).
PSC 360 - Presidential Politics,3 credit(s).
PSC 365 - Research Methods in Political Science,3 credit(s).
PSC 367 - Quantitative Analysis of Political Data,3 credit(s).
PSC 370 - Public and Nonprofit Management,3 credit(s).
PSC 381 - Campaign Management,3 credit(s).
PSC 398 - Special Topics in Political Science,1 to 3 credit(s).
PSC 417 - Constitutional Law,3 credit(s).
PSC 435 - Modern War,3 credit(s).
PSC 475 - Capstone Seminar,3 credit(s).
PSC 496 - Campaign Management Internship,3 to 6 credit(s).
PSC 497 - Political Science Internship,3 to 15 credit(s).
PSC 499 - Independent Study,3 to 6 credit(s).
PSY 100 - Introduction to Psychology,3 credit(s).
PSY 197 - Research Internship,1 to 3 credit(s).
PSY 210 - Infant and Child Development,3 credit(s).
PSY 215 - Adolescent Development,3 credit(s).
PSY 219 - Lifespan Development,3 credit(s).
PSY 220 - Introduction to the Mental Health Field,3 credit(s).
PSY 227 - Social Psychology,3 credit(s).
PSY 228 - Personality,3 credit(s).
PSY 259 - Statistics in Psychology,3 credit(s).
PSY 300 - The Psychology Major: Curriculum and Careers,1 credit(s).
PSY 303 - Perception,3 credit(s).
PSY 306 - Understanding Intelligence: A Capstone Seminar,3 credit(s).
PSY 307 - Motivation and Self-Regulation,3 credit(s).
PSY 308 - Psychology of Social Bias,3 credit(s).
PSY 311 - Learning,3 credit(s).
PSY 313 - Cognition,3 credit(s).
PSY 318 - Emotional and Social Development,3 credit(s).
PSY 320 - Abnormal Child Psychology,3 credit(s).
PSY 321 - Abnormal Psychology,3 credit(s).
PSY 322 - Early Developmental Disability,3 credit(s).
PSY 332 - Human Emotions,3 credit(s).
PSY 333 - Mysteries and Science of Sleep,3 credit(s).
PSY 361 - Psychology of the Workplace,3 credit(s).
PSY 366 - Health Psychology,3 credit(s).
PSY 370 - Educational Psychology,3 credit(s).
PSY 383 - Brain and Behavior,3 credit(s).
PSY 393 - Research Methods in Psychology,4 credit(s).
PSY 401 - Seminar in History and Systems of Psychology,3 credit(s).
PSY 402 - Seminar in Community Psychology,3 credit(s).
PSY 406 - Language,3 credit(s).
PSY 412 - Psychology of Women,3 credit(s).
PSY 414 - Psychology of Spirituality,3 credit(s).
PSY 415 - Topics in Development,3 credit(s).
PSY 427 - Seminar in Close Relationships,3 credit(s).
PSY 431 - Tests and Measurements,3 credit(s).
PSY 461 - Data Gathering Techniques: Assessment,4 credit(s).
PSY 463 - Field Practicum in Psychological Research,3 credit(s).
PSY 465 - Seminar in Psychological Counseling and Therapy,3 credit(s).
PSY 466 - Clinical Psychology,3 credit(s).
PSY 467 - Laboratory Practicum in Psychological Research,3 credit(s).
PSY 471 - Seminar in Psychological Services,3 credit(s).
PSY 472 - Field Practicum in Psychological Services I,3 to 6 credit(s).
PSY 473 - Field Practicum in Psychological Services II,3 to 6 credit(s).
PSY 474 - Seminar in Behavior Theory and Practice,3 credit(s).
PSY 484 - Comparative Animal Behavior,3 credit(s).
PSY 487 - Psychopharmacology,3 credit(s).
PSY 490 - Seminar for Psychology Majors,3 credit(s).
PSY 492 - Psychology and Law,3 credit(s).
PSY 494 - Seminar in the Human Nervous System and Behavior,3 credit(s).
PSY 499 - Independent Study,1 to 4 credit(s).
RDG 470 - Literacy in the Content Areas,1.5 credit(s).
REC 100 - Introduction to Recreation and Leisure Services,3 credit(s).
REC 105 - Introduction to Outdoor Adventure Activities,1 credit(s).
REC 110 - Hiking and Backpacking,2 credit(s).
REC 120 - Leadership Development,3 credit(s).
REC 202 - Methods and Materials: Birth to Five,3 credit(s).
REC 210 - Activity Development and Leadership,3 credit(s).
REC 220 - Inclusive Recreation,3 credit(s).
REC 231 - Foundations of Therapeutic Recreation,3 credit(s).
REC 239 - Foundations of Outdoor Recreation,3 credit(s).
REC 241 - Outdoor Adventure Leadership,3 credit(s).
REC 250 - Leadership and Professional Development in Recreation and Sport Management,3 credit(s).
REC 251 - Recreation and Youth Development,3 credit(s).
REC 288 - Introduction to Animal Assisted Interventions,3 credit(s).
REC 298 - Special Topics in Recreation and Leisure Studies,1 to 3 credit(s).
REC 300 - Practicum,3 credit(s).
REC 301 - Internship I,3 credit(s).
REC 303 - The Functional Interventions for Optimal Aging,3 credit(s).
REC 307 - Disabilities in Society,3 credit(s).
REC 311 - Introduction to Child Life Clinical Practice,3 credit(s).
REC 312 - Therapeutic Play,3 credit(s).
REC 314 - Medical Aspects of Therapeutic Recreation,3 credit(s).
REC 320 - Program Planning and Management,3 credit(s).
REC 321 - Advanced Techniques of Program Planning and Management,3 credit(s).
REC 331 - Therapeutic Recreation: Assessment and Individualized Programming,3 credit(s).
REC 352 - Park and Outdoor Recreation Areas,3 credit(s).
REC 359 - Golf Industry Management,3 credit(s).
REC 363 - Event Management,3 credit(s).
REC 381 - Leisure in Contemporary Society,3 credit(s).
REC 390 - Grant Writing,3 credit(s).
REC 391 - Interventions and Facilitation Techniques in Therapeutic Recreation,3 credit(s).
REC 400 - Internship II,6 credit(s).
REC 420 - Organization and Administration of Leisure,3 credit(s).
REC 425 - Seminar in Leadership,3 credit(s).
REC 431 - Current Practices in Therapeutic Recreation,3 credit(s).
REC 433 - Field Experience in Therapeutic Recreation,6 credit(s).
REC 441 - Design and Administration of Therapeutic Recreation Services,3 credit(s).
REC 460 - Professional Development Seminar in REC and SMT,1 credit(s).
REC 461 - Entrepreneurship in Leisure Services,3 credit(s).
REC 470 - Evaluation and Research,3 credit(s).
REC 480 - Philosophy of Recreation and Leisure,3 credit(s).
REC 499 - Independent Study,1 to 3 credit(s).
RSP 300 - Art of Breath,3 credit(s).
RSP 315 - Healthcare in the Age of Mass Media,3 credit(s).
RSP 325 - Dimensions of Healthcare Leadership,3 credit(s).
RSP 330 - Case Studies in Medical Ethics,3 credit(s).
RSP 340 - Principles of Care Coordination in Respiratory Disease Management,3 credit(s).
RSP 398 - ,3 credit(s).
"RSP 415 - Healthcare Systems, Policy, and Billing",3 credit(s).
RSP 420 - Neonatal-Pediatric Care,3 credit(s).
RSP 425 - Respiratory Care Education,3 credit(s).
RSP 440 - Evidenced Based Practice and Research in Respiratory Care,3 credit(s).
RSP 445 - Respiratory Care Seminar,3 credit(s).
RSP 455 - Clinical Practicum I,3 credit(s).
RUS 100 - Russian I,3 credit(s).
RUS 101 - Russian II,3 credit(s).
RUS 200 - Russian III,3 credit(s).
SCE 490 - Science Teaching (Secondary School),3 credit(s).
SCE 494 - Student Teaching (Science),11 credit(s).
SCE 496 - Student Teaching Seminar-Science,1 credit(s).
SED 100 - Elementary American Sign Language I,3 credit(s).
SED 105 - Elementary Sign Language II,3 credit(s).
SED 205 - American Sign Language III,3 credit(s).
SED 210 - Principles of Learning and Behavior,3 credit(s).
SED 225 - Introduction to Exceptionalities,3 credit(s).
SED 235 - Early Childhood Special Education for the Exceptional Individual,3 credit(s).
SED 250 - Data-Based Decision Making,3 credit(s).
SED 310 - Introduction to Assessment in ABA,3 credit(s).
SED 325 - Curriculum and Methods for Exceptional Individuals,3 credit(s).
SED 335 - Accommodating Individuals with Physical Disabilities and Other Health Impairments,3 credit(s).
SED 350 - Introduction to Intervention in ABA,3 credit(s).
SED 351 - Introduction to Behavior Analytic Practices,2 credit(s).
SED 355 - Educating Individuals with Moderate and Severe Disabilities,3 credit(s).
SED 365 - Basic Principles of Academic Assessment and Remediation for Exceptional Individuals,3 credit(s).
SED 375 - Classroom Management Techniques in Educational Settings,3 credit(s).
"SED 404 - Introduction to Program Implementation, Supervision andManagement",3 credit(s).
SED 405 - Introduction to ABA Ethics,1 credit(s).
SED 435 - Language Arts for Exceptional Individuals,3 credit(s).
SED 445 - Collaboration in the Schools,3 credit(s).
SED 449 - School Based Practicum in Special Education,3 credit(s).
SED 452 - Seminar in Reflective Practice,2 credit(s).
SED 499 - Independent Study,1.5 to 3 credit(s).
SHE 203 - School Health,3 credit(s).
SHE 301 - Drug Education,3 credit(s).
SHE 302 - Mental Health Education,3 credit(s).
SHE 389 - Holistic Health,3 credit(s).
SHE 402 - Topics in Youth Health & Well-Being,3 credit(s).
SHE 411 - Curriculum & Pedagogy in School Health,3 credit(s).
SMT 185 - Introduction to e-Sports,3 credit(s).
SMT 200 - Recreational Team Sports,3 credit(s).
SMT 207 - Adapted Sport,3 credit(s).
SMT 271 - Foundations of Sport Management,3 credit(s).
SMT 285 - e-Sports Promotion,3 credit(s).
"SMT 295 - The Digital Sport Industry: Fantasy Sports, Video Gaming,and eSports",3 credit(s).
SMT 301 - Internship I,3 credit(s).
SMT 351 - Facility Design and Management,3 credit(s).
SMT 354 - Sport Communication and Promotion,3 credit(s).
SMT 355 - Ethics in Sport Management,3 credit(s).
SMT 356 - Sport Marketing,3 credit(s).
SMT 357 - Legal Issues in Sport and Recreation,3 credit(s).
SMT 388 - Administration of Sport Organizations,3 credit(s).
SMT 401 - Internship II,6 credit(s).
SMT 451 - Intercollegiate Athletics,3 credit(s).
SMT 454 - International Sport Management and Governance,3 credit(s).
SMT 456 - Sport Finance,3 credit(s).
SMT 457 - Seminar: Contemporary Issues in Sport Management,3 credit(s).
SMT 465 - Sport Analytics,3 credit(s).
SOC 100 - Introduction to Sociology,3 credit(s).
SOC 102 - Critical Thinking: Exploring Social Issues,3 credit(s).
SOC 162 - Introduction to Criminology,3 credit(s).
SOC 201 - Social Statistics,3 credit(s).
SOC 211 - Social Problems in the U.S.,3 credit(s).
SOC 213 - Introduction to Racial  Intersectional Justice,3 credit(s).
SOC 216 - Men’s Studies,3 credit(s).
SOC 235 - Environmental Sociology,3 credit(s).
SOC 255 - Methods of Social Research,3 credit(s).
SOC 260 - Applied Social Theory,3 credit(s).
SOC 265 - Self and Society,3 credit(s).
SOC 266 - Socialization and Social Control,3 credit(s).
SOC 267 - Sociology of Sports,3 credit(s).
SOC 272 - Ethics of Policing and Criminal Justice,3 credit(s).
SOC 310 - Race and Racism,3 credit(s).
SOC 315 - Sociology of Gender,3 credit(s).
SOC 320 - Sociology of Children and Childhood,3 credit(s).
SOC 322 - Sociology of the Family,3 credit(s).
"SOC 334 - Probation, Parole, Pardon",3 credit(s).
SOC 338 - Juvenile Delinquency,3 credit(s).
SOC 344 - Medical Sociology,3 credit(s).
SOC 345 - Aging and the Aged,3 credit(s).
SOC 350 - Drugs and Society,3 credit(s).
SOC 352 - Contemporary Issues in Criminology and Criminal Justice,3 credit(s).
SOC 353 - Neighborhoods and Crime,3 credit(s).
SOC 361 - Urban Sociology,3 credit(s).
SOC 362 - Criminological Theory,3 credit(s).
SOC 363 - Social Inequality in the U.S.,3 credit(s).
SOC 366 - Penology,3 credit(s).
SOC 367 - Criminal Justice and Social Inequality,3 credit(s).
SOC 368 - Sociology of Law,3 credit(s).
SOC 397 - Community Engagement Internship,3 credit(s).
SOC 398 - Special Topics in Sociology,3 credit(s).
SOC 404 - Gender and the Law,3 credit(s).
"SOC 411 - Race, Residence, and Policing",3 credit(s).
SOC 415 - Contemporary Feminist Theories,3 credit(s).
SOC 490 - Seminar in Sociology,3 credit(s).
SOC 497 - Sociology Internship,3 to 6 credit(s).
SOC 499 - Independent Study,1 to 6 credit(s).
SPA 100 - Spanish I,3 credit(s).
SPA 101 - Spanish II,3 credit(s).
SPA 106 - Spanish Language Practice in Spain,3 credit(s).
SPA 200 - Spanish III,3 credit(s).
SPA 201 - Medical Spanish,3 credit(s).
SPA 206 - Spanish Culture in Spain,3 credit(s).
SPA 210 - Spanish IV: Latino America,3 credit(s).
SPA 300 - Composition,3 credit(s).
SPA 301 - Conversation,3 credit(s).
SPA 306 - Advanced Spanish Culture and Language Practice in Spain,3 credit(s).
SPA 310 - Spanish Civilization,3 credit(s).
SPA 312 - Latin-American Civilization,3 credit(s).
SPA 318 - Advanced Spanish for Health and Human ServicesProfessionals,3 credit(s).
SPA 320 - Culture and Civilization of Puerto Rico,3 credit(s).
SPA 350 - Exploring the Spanish Civil War through Digital Sources,3 credit(s).
SPA 397 - Internship,3 credit(s).
SPA 400 - Spanish Literature I,3 credit(s).
SPA 401 - Spanish Literature II,3 credit(s).
SPA 405 - Advanced Speaking and Writing Development,3 credit(s).
SPA 410 - Theory and Practice of Translation,3 credit(s).
SPA 411 - Professional Translation,3 credit(s).
SPA 440 - Translation Practicum,3 credit(s).
SPA 463 - Latina/o/x Identity through Film and Literature,3 credit(s).
SPA 464 - Caribbean Literary Voices,3 credit(s).
SPA 490 - Modern Novel in Spain,3 credit(s).
SPA 496 - 20th-Century Spanish-American Fiction,3 credit(s).
SPA 498 - Special Topics in Spanish,3 credit(s).
SPA 499 - Directed Reading,1 to 3 credit(s).
SWK 200 - Introduction to Social Work,3 credit(s).
SWK 320 - Human Behavior and the Social Environment I,3 credit(s).
SWK 321 - Human Behavior and the Social Environment II,3 credit(s).
SWK 330 - Social Welfare Institutions and Policies I,3 credit(s).
SWK 350 - Social Work Research Methods,3 credit(s).
SWK 376 - Introduction to Social Work Practice,3 credit(s).
SWK 377 - Social Work Practice with Groups,3 credit(s).
SWK 378 - Social Work Practice with Community and Organizations,3 credit(s).
SWK 380 - Children and Families in Child Welfare: A Practice and  Perspective,3 credit(s).
SWK 381 - Community Mental Health and Substance Abuse  Practice with Adults,3 credit(s).
SWK 382 - Social Work Practice with Older Adults,3 credit(s).
SWK 390 - Social Work Interviewing Skills,3 credit(s).
SWK 430 - Social Welfare Institutions and Policies II,3 credit(s).
SWK 490 - Social Work Practicum I,6 credit(s).
SWK 491 - Social Work Practicum II,6 credit(s).
SWK 499 - Independent Study,1 to 3 credit(s).
T2AE 298 - Special Topics in American Experience,3 to 4 credit(s).
T2CD 298 - Special Topics in Creative Drive,3 to 4 credit(s).
T2CE 298 - Special Topics in Cultural Expression,3 to 4 credit(s).
T2CE 398 - Special Topics in Cultural Expression,3 to 4 credit(s).
T2LE 298 - Special Topics in Life and Environment,3 to 4 credit(s).
"THE 260 - Introduction to Tourism, Hospitality and Event Management",3 credit(s).
THE 320 - Meeting and Conference Planning,3 credit(s).
THE 321 - Destination New England,3 credit(s).
THE 323 - Tourism Principles and Practices,3 credit(s).
THE 330 - Hospitality Service Management,3 credit(s).
THE 331 - Hotel Operations,3 credit(s).
THE 332 - Restaurant Operations,3 credit(s).
THE 333 - Wedding Planning,3 credit(s).
THE 364 - Event Management Advanced Applications,3 credit(s).
THE 365 - Event Planning and Production,3 credit(s).
"THE 368 - Risk Management in Tourism, Hospitality, and EventManagement",3 credit(s).
THE 381 - Leisure in Contemporary Society,3 credit(s).
"THE 433 - Professional Development in Tourism, Hospitality, andEvent Management",3 credit(s).
THE 463 - Global Tourism Impacts and Management,3 credit(s).
THR 100 - Understanding Theatre,3 credit(s).
THR 121 - Foundations of Acting,3 credit(s).
THR 122 - Professional Voice and Diction,3 credit(s).
THR 131 - Foundations of Theatrical Design,3 credit(s).
THR 151 - Stagecraft I,3 credit(s).
THR 211 - History of Theatre I,3 credit(s).
THR 212 - History of Theatre II,3 credit(s).
THR 220 - Acting I,3 credit(s).
THR 223 - Historic Dance for Actors,3 credit(s).
THR 224 - Beginning Tap and Jazz Dance,3 credit(s).
THR 228 - Shakespeare Workshop,3 credit(s).
THR 232 - Costume Construction,3 credit(s).
THR 234 - Costume Design I,3 credit(s).
THR 236 - Stage Makeup,3 credit(s).
THR 238 - Lighting I,3 credit(s).
THR 240 - Play Analysis and Dramaturgy,3 credit(s).
THR 252 - Technical Drafting for the Theatre,3 credit(s).
THR 291 - Rehearsal and Performance I,1 credit(s).
THR 296 - Technical Theatre Production I,.5 to 2 credit(s).
THR 298 - Special Topics in Theatre,3 credit(s).
THR 310 - Playwriting,3 credit(s).
THR 315 - The American Musical Theatre,3 credit(s).
THR 320 - Acting II: Advanced Scene Study,3 credit(s).
THR 324 - Intermediate Tap and Jazz Dance,3 credit(s).
THR 325 - Directing I,3 credit(s).
THR 330 - Scene Design II,3 credit(s).
THR 338 - Lighting II,3 credit(s).
THR 351 - Scene Painting,3 credit(s).
THR 365 - Stage Management,3 credit(s).
THR 375 - Theatre for Young People,3 credit(s).
THR 382 - The Movies,3 credit(s).
THR 391 - Rehearsal and Performance II,1 credit(s).
THR 396 - Technical Theatre Production II,.5 to 2 credit(s).
THR 398 - Special Topics in Theatre,.5 to 3 credit(s).
THR 399 - Practicum in Play Production,3 credit(s).
THR 415 - The Critical Eye,3 credit(s).
THR 420 - Acting III: Acting in the Non-naturalistic Play,3 credit(s).
THR 425 - Directing II,3 credit(s).
THR 460 - Theatre Management,3 credit(s).
THR 497 - Internship in Theatre,1 to 6 credit(s).
THR 499 - Independent Study in Theatre,1 to 6 credit(s).
TSL 315 - Foundations of Bilingual Education,3 credit(s).
TSL 321 - Assessment of English Learners,3 credit(s).
TSL 363 - Immigration and Multilingual Learners in U.S. Classrooms,3 credit(s).
TSL 405 - Pedagogical English Grammar,3 credit(s).
TSL 410 - TESOL Principles and Practices,3 credit(s).
TSL 411 - TESOL Methods and Materials,3 credit(s).
TSL 417 - Literacy Development for Multilingual Learners,3 credit(s).
TSL 418 - ESL Methods in Content Instruction,3 credit(s).
TSL 451 - Student Teaching in TESOL -1,5 credit(s).
TSL 452 - Student Teaching in TESOL-2,5 credit(s).
TSL 453 - Student Teaching Seminar,2 credit(s).
"WGS 100 - Dynamics of Gender, Race, and Class",3 credit(s).
"WGS 150 - Women, Gender, Community, and Technology",3 credit(s).
"WGS 200 - Gender, Sexuality, and Film",3 credit(s).
WGS 280 - Human Sexuality,3 credit(s).
WGS 298 - Special Topics in Women and Gender Studies,3 credit(s).
WGS 309 - Women and Religion: The Old and New Eve,3 credit(s).
"WGS 310 - Women, Gender, Philosophy and Science",3 credit(s).
WGS 312 - Communication and Gender,3 credit(s).
WGS 315 - Sociology of Gender,3 credit(s).
WGS 317 - History of Women and Art,3 credit(s).
WGS 325 - Representations of (M)otherhood,3 credit(s).
WGS 350 - Women’s Health Consciousness: Ages 18-40,3 credit(s).
"WGS 372 - Sex, Gender, and Sexuality",3 credit(s).
WGS 404 - Gender and the Law,3 credit(s).
WGS 415 - Contemporary Feminist Theories,3 credit(s).
